Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A04002_001,SE_A04002_002,SE_A04002_003,SE_A04002_004,SE_A04002_005,SE_A04002_006,SE_A04002_007,SE_A04002_008,SE_A04002_009,SE_A04002_010,SE_A04002_011,SE_A04002_012,SE_A04002_013,SE_A04002_014,SE_A04002_015,SE_A04002_016,SE_A04002_017,SE_A04002_018,SE_A04002_019,SE_A04002_020,SE_A04002_021,SE_A04002_022,SE_A04002_023,SE_A04002_024,SE_A04002_025,SE_A04002_026,SE_A04002_027,SE_A04002_028,SE_A04002_029,SE_A04002_030,SE_A04002_031,PCT_SE_A04002_002,PCT_SE_A04002_003,PCT_SE_A04002_004,PCT_SE_A04002_005,PCT_SE_A04002_006,PCT_SE_A04002_007,PCT_SE_A04002_008,PCT_SE_A04002_009,PCT_SE_A04002_010,PCT_SE_A04002_011,PCT_SE_A04002_012,PCT_SE_A04002_013,PCT_SE_A04002_014,PCT_SE_A04002_015,PCT_SE_A04002_016,PCT_SE_A04002_017,PCT_SE_A04002_018,PCT_SE_A04002_019,PCT_SE_A04002_020,PCT_SE_A04002_021,PCT_SE_A04002_022,PCT_SE_A04002_023,PCT_SE_A04002_024,PCT_SE_A04002_025,PCT_SE_A04002_026,PCT_SE_A04002_027,PCT_SE_A04002_028,PCT_SE_A04002_029,PCT_SE_A04002_030,PCT_SE_A04002_031,SE_A03002_001,SE_A03002_002,SE_A03002_003,SE_A03002_020,SE_A03002_021,SE_A03002_004,SE_A03002_005,SE_A03002_006,SE_A03002_007,SE_A03002_008,SE_A03002_009,SE_A03002_010,SE_A03002_011,SE_A03002_012,SE_A03002_022,SE_A03002_023,SE_A03002_024,SE_A03002_013,SE_A03002_014,SE_A03002_015,SE_A03002_016,SE_A03002_017,SE_A03002_018,SE_A03002_019,SE_A03002_025,PCT_SE_A03002_002,PCT_SE_A03002_003,PCT_SE_A03002_020,PCT_SE_A03002_021,PCT_SE_A03002_004,PCT_SE_A03002_005,PCT_SE_A03002_006,PCT_SE_A03002_007,PCT_SE_A03002_008,PCT_SE_A03002_009,PCT_SE_A03002_010,PCT_SE_A03002_011,PCT_SE_A03002_012,PCT_SE_A03002_022,PCT_SE_A03002_023,PCT_SE_A03002_024,PCT_SE_A03002_013,PCT_SE_A03002_014,PCT_SE_A03002_015,PCT_SE_A03002_016,PCT_SE_A03002_017,PCT_SE_A03002_018,PCT_SE_A03002_019,PCT_SE_A03002_025
"06037101110","Census Tract 1011.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101110",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101110","Census Tract 1011.10",,,,4152,2367,146,4,292,5,558,780,57.01,3.52,0.1,7.03,0.12,13.44,18.79,4152,2725,1427,845,123,49,24,226,0,177,11,5,0,33,0,55,0,0,12,27,16,0,0,0,0,0,105,0,6,0,99,65.63,34.37,20.35,2.96,1.18,0.58,5.44,0,4.26,0.26,0.12,0,0.79,0,1.32,0,0,0.29,0.65,0.39,0,0,0,0,0,2.53,0,0.14,0,2.38,292,0,0,0,0,0,21,207,0,2,15,24,0,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,0,7.19,70.89,0,0.68,5.14,8.22,0,0,0,0,0,0,0,0,3.77,0,0,0,4.11
"06037101122","Census Tract 1011.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101122",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101122","Census Tract 1011.22",,,,4198,3047,25,24,544,0,277,281,72.58,0.6,0.57,12.96,0,6.6,6.69,4198,3785,413,329,0,11,0,31,0,0,0,0,0,31,0,42,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,90.16,9.84,7.84,0,0.26,0,0.74,0,0,0,0,0,0.74,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,544,0,0,0,0,0,41,170,0,0,23,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54,31.25,0,0,4.23,56.99,0,0,0,0,0,0,0,0,0,0,0,0,0
"06037101220","Census Tract 1012.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101220",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101220","Census Tract 1012.20",,,,3434,1704,10,87,490,0,517,626,49.62,0.29,2.53,14.27,0,15.06,18.23,3434,2122,1312,961,52,0,0,272,0,85,14,14,0,159,0,27,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,61.79,38.21,27.98,1.51,0,0,7.92,0,2.48,0.41,0.41,0,4.63,0,0.79,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,490,61,0,0,0,0,0,189,0,0,0,207,0,0,0,0,0,0,0,0,33,0,0,0,0,12.45,0,0,0,0,0,38.57,0,0,0,42.24,0,0,0,0,0,0,0,0,6.73,0,0,0,0
"06037101221","Census Tract 1012.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101221",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101221","Census Tract 1012.21",,,,3931,1835,150,27,390,0,805,724,46.68,3.82,0.69,9.92,0,20.48,18.42,3931,2503,1428,735,0,0,0,454,0,82,158,15,0,199,0,151,0,151,0,0,0,0,0,0,0,0,88,0,0,0,88,63.67,36.33,18.7,0,0,0,11.55,0,2.09,4.02,0.38,0,5.06,0,3.84,0,3.84,0,0,0,0,0,0,0,0,2.24,0,0,0,2.24,390,0,0,0,0,0,36,269,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.23,68.97,0,0,0,21.79,0,0,0,0,0,0,0,0,0,0,0,0,0
"06037101222","Census Tract 1012.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101222",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101222","Census Tract 1012.22",,,,2572,1417,14,80,51,25,55,930,55.09,0.54,3.11,1.98,0.97,2.14,36.16,2572,1298,1274,849,0,0,0,312,0,0,0,0,19,293,0,113,0,0,0,44,0,0,69,0,0,0,0,0,0,0,0,50.47,49.53,33.01,0,0,0,12.13,0,0,0,0,0.74,11.39,0,4.39,0,0,0,1.71,0,0,2.68,0,0,0,0,0,0,0,0,51,0,0,0,0,0,11,16,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.57,31.37,0,0,21.57,25.49,0,0,0,0,0,0,0,0,0,0,0,0,0
"06037101300","Census Tract 1013, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101300","Census Tract 1013",,,,4210,3202,69,0,229,0,294,416,76.06,1.64,0,5.44,0,6.98,9.88,4210,3553,657,308,14,30,0,98,56,10,0,28,4,0,0,151,24,0,0,61,41,0,25,0,0,0,56,0,0,0,56,84.39,15.61,7.32,0.33,0.71,0,2.33,1.33,0.24,0,0.67,0.1,0,0,3.59,0.57,0,0,1.45,0.97,0,0.59,0,0,0,1.33,0,0,0,1.33,229,23,0,0,10,0,4,103,0,0,10,58,0,0,0,0,0,0,10,11,0,0,0,0,0,10.04,0,0,4.37,0,1.75,44.98,0,0,4.37,25.33,0,0,0,0,0,0,4.37,4.8,0,0,0,0,0
"06037101400","Census Tract 1014, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101400","Census Tract 1014",,,,3489,2340,58,0,333,0,128,630,67.07,1.66,0,9.54,0,3.67,18.06,3489,2749,740,488,23,0,0,200,0,0,7,0,0,193,0,10,10,0,0,0,0,0,0,0,0,0,19,0,0,0,19,78.79,21.21,13.99,0.66,0,0,5.73,0,0,0.2,0,0,5.53,0,0.29,0.29,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0.54,333,0,0,0,0,0,0,104,0,0,8,182,0,0,0,0,0,0,0,0,20,0,0,19,0,0,0,0,0,0,0,31.23,0,0,2.4,54.65,0,0,0,0,0,0,0,0,6.01,0,0,5.71,0
"06037102103","Census Tract 1021.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102103",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037102103","Census Tract 1021.03",,,,2054,1686,51,0,241,0,27,49,82.08,2.48,0,11.73,0,1.31,2.39,2054,1952,102,66,0,14,0,17,0,0,0,0,0,17,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,95.03,4.97,3.21,0,0.68,0,0.83,0,0,0,0,0,0.83,0,0.24,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,241,0,0,0,0,0,18,93,0,0,0,96,0,0,0,0,0,0,0,0,16,18,0,0,0,0,0,0,0,0,7.47,38.59,0,0,0,39.83,0,0,0,0,0,0,0,0,6.64,7.47,0,0,0
"06037102104","Census Tract 1021.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102104",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037102104","Census Tract 1021.04",,,,4052,2951,59,23,472,0,72,475,72.83,1.46,0.57,11.65,0,1.78,11.72,4052,3520,532,344,0,32,0,24,0,24,0,0,0,0,0,87,29,0,0,11,47,0,0,0,0,0,45,34,0,0,11,86.87,13.13,8.49,0,0.79,0,0.59,0,0.59,0,0,0,0,0,2.15,0.72,0,0,0.27,1.16,0,0,0,0,0,1.11,0.84,0,0,0.27,472,72,0,0,0,0,127,50,0,0,12,128,0,0,0,0,0,0,0,0,0,73,0,10,0,15.25,0,0,0,0,26.91,10.59,0,0,2.54,27.12,0,0,0,0,0,0,0,0,0,15.47,0,2.12,0
"06037102105","Census Tract 1021.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102105",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037102105","Census Tract 1021.05",,,,1664,442,22,17,161,0,433,589,26.56,1.32,1.02,9.68,0,26.02,35.4,1664,568,1096,893,0,8,0,138,0,47,4,18,0,69,0,48,19,0,0,17,4,0,8,0,0,0,9,0,0,0,9,34.13,65.87,53.67,0,0.48,0,8.29,0,2.82,0.24,1.08,0,4.15,0,2.88,1.14,0,0,1.02,0.24,0,0.48,0,0,0,0.54,0,0,0,0.54,161,8,0,0,8,0,8,110,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,7,4.97,0,0,4.97,0,4.97,68.32,0,0,6.83,5.59,0,0,0,0,0,0,0,0,0,0,0,0,4.35
"06037102107","Census Tract 1021.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102107",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037102107","Census Tract 1021.07",,,,3595,2719,20,30,266,0,174,386,75.63,0.56,0.83,7.4,0,4.84,10.74,3595,2989,606,417,0,31,0,82,0,46,0,0,0,36,0,16,0,0,0,0,0,0,6,0,10,0,60,60,0,0,0,83.14,16.86,11.6,0,0.86,0,2.28,0,1.28,0,0,0,1,0,0.45,0,0,0,0,0,0,0.17,0,0.28,0,1.67,1.67,0,0,0,266,13,0,0,0,0,8,69,0,0,34,109,0,0,0,0,0,0,0,0,17,0,0,5,11,4.89,0,0,0,0,3.01,25.94,0,0,12.78,40.98,0,0,0,0,0,0,0,0,6.39,0,0,1.88,4.14
"06037103101","Census Tract 1031.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103101","Census Tract 1031.01",,,,2705,1943,18,1,212,0,104,427,71.83,0.67,0.04,7.84,0,3.84,15.79,2705,2119,586,322,0,31,0,57,14,25,9,4,0,5,0,14,5,0,0,0,3,0,0,0,0,6,162,110,52,0,0,78.34,21.66,11.9,0,1.15,0,2.11,0.52,0.92,0.33,0.15,0,0.18,0,0.52,0.18,0,0,0,0.11,0,0,0,0,0.22,5.99,4.07,1.92,0,0,212,6,0,0,0,0,6,133,0,0,0,55,0,0,0,0,0,0,0,0,5,7,0,0,0,2.83,0,0,0,0,2.83,62.74,0,0,0,25.94,0,0,0,0,0,0,0,0,2.36,3.3,0,0,0
"06037103102","Census Tract 1031.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103102","Census Tract 1031.02",,,,4468,3278,13,0,349,0,468,360,73.37,0.29,0,7.81,0,10.47,8.06,4468,3429,1039,541,0,0,0,400,0,115,0,34,0,251,0,0,0,0,0,0,0,0,0,0,0,0,98,33,48,0,17,76.75,23.25,12.11,0,0,0,8.95,0,2.57,0,0.76,0,5.62,0,0,0,0,0,0,0,0,0,0,0,0,2.19,0.74,1.07,0,0.38,349,0,0,0,0,0,14,127,0,0,0,126,0,0,0,0,0,0,0,0,9,0,0,0,73,0,0,0,0,0,4.01,36.39,0,0,0,36.1,0,0,0,0,0,0,0,0,2.58,0,0,0,20.92
"06037103201","Census Tract 1032.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103201","Census Tract 1032.01",,,,4425,2548,133,58,322,6,337,1021,57.58,3.01,1.31,7.28,0.14,7.62,23.07,4425,2752,1673,890,0,22,0,525,0,407,0,0,0,118,0,207,162,0,0,8,37,0,0,0,0,0,29,0,0,0,29,62.19,37.81,20.11,0,0.5,0,11.86,0,9.2,0,0,0,2.67,0,4.68,3.66,0,0,0.18,0.84,0,0,0,0,0,0.66,0,0,0,0.66,322,0,0,0,0,0,11,87,0,0,36,99,0,0,0,0,0,0,0,0,61,8,0,0,20,0,0,0,0,0,3.42,27.02,0,0,11.18,30.75,0,0,0,0,0,0,0,0,18.94,2.48,0,0,6.21
"06037103202","Census Tract 1032.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103202","Census Tract 1032.02",,,,1945,1110,19,0,45,0,678,93,57.07,0.98,0,2.31,0,34.86,4.78,1945,1544,401,382,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,79.38,20.62,19.64,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,45,0,0,0,0,0,11,20,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,24.44,44.44,0,0,22.22,0,0,0,0,0,0,0,0,0,0,8.89,0,0,0
"06037103300","Census Tract 1033, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103300","Census Tract 1033",,,,4021,2960,101,18,185,0,45,712,73.61,2.51,0.45,4.6,0,1.12,17.71,4021,3529,492,381,0,36,0,0,0,0,0,0,0,0,0,61,20,0,0,41,0,0,0,0,0,0,14,14,0,0,0,87.76,12.24,9.48,0,0.9,0,0,0,0,0,0,0,0,0,1.52,0.5,0,0,1.02,0,0,0,0,0,0,0.35,0.35,0,0,0,185,0,0,0,0,0,7,75,0,0,53,42,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3.78,40.54,0,0,28.65,22.7,0,0,0,0,0,0,0,4.32,0,0,0,0,0
"06037103401","Census Tract 1034.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103401","Census Tract 1034.01",,,,2552,1716,4,15,439,0,41,337,67.24,0.16,0.59,17.2,0,1.61,13.21,2552,2244,308,164,12,5,0,54,0,0,0,0,0,54,0,7,0,0,0,7,0,0,0,0,0,0,66,27,39,0,0,87.93,12.07,6.43,0.47,0.2,0,2.12,0,0,0,0,0,2.12,0,0.27,0,0,0,0.27,0,0,0,0,0,0,2.59,1.06,1.53,0,0,439,27,0,0,0,0,6,174,0,0,31,84,0,0,0,0,0,0,0,0,38,12,0,0,67,6.15,0,0,0,0,1.37,39.64,0,0,7.06,19.13,0,0,0,0,0,0,0,0,8.66,2.73,0,0,15.26
"06037103402","Census Tract 1034.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103402","Census Tract 1034.02",,,,3809,2319,475,0,344,0,273,398,60.88,12.47,0,9.03,0,7.17,10.45,3809,3227,582,340,12,0,0,179,0,11,0,75,0,93,0,37,0,0,0,35,0,0,2,0,0,0,14,8,4,0,2,84.72,15.28,8.93,0.32,0,0,4.7,0,0.29,0,1.97,0,2.44,0,0.97,0,0,0,0.92,0,0,0.05,0,0,0,0.37,0.21,0.11,0,0.05,344,0,0,0,0,0,5,317,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,92.15,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06037104103","Census Tract 1041.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104103",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104103","Census Tract 1041.03",,,,4257,882,578,41,230,0,906,1620,20.72,13.58,0.96,5.4,0,21.28,38.05,4257,1234,3023,2189,0,0,0,744,0,323,0,0,0,421,0,33,0,0,0,33,0,0,0,0,0,0,57,0,47,0,10,28.99,71.01,51.42,0,0,0,17.48,0,7.59,0,0,0,9.89,0,0.78,0,0,0,0.78,0,0,0,0,0,0,1.34,0,1.1,0,0.23,230,5,0,0,0,61,7,100,0,8,0,18,0,0,0,0,0,0,0,0,19,0,0,0,12,2.17,0,0,0,26.52,3.04,43.48,0,3.48,0,7.83,0,0,0,0,0,0,0,0,8.26,0,0,0,5.22
"06037104105","Census Tract 1041.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104105",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104105","Census Tract 1041.05",,,,5890,1222,298,41,103,0,2212,2014,20.75,5.06,0.7,1.75,0,37.56,34.19,5890,1204,4686,3792,0,33,0,779,0,281,12,29,12,445,0,42,0,0,0,14,0,0,28,0,0,0,40,0,0,0,40,20.44,79.56,64.38,0,0.56,0,13.23,0,4.77,0.2,0.49,0.2,7.56,0,0.71,0,0,0,0.24,0,0,0.48,0,0,0,0.68,0,0,0,0.68,103,0,0,0,0,9,14,56,0,0,11,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,8.74,13.59,54.37,0,0,10.68,0,0,0,0,0,0,0,0,0,12.62,0,0,0,0
"06037104108","Census Tract 1041.08, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104108",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104108","Census Tract 1041.08",,,,4952,1259,402,21,240,0,1334,1696,25.42,8.12,0.42,4.85,0,26.94,34.25,4952,828,4124,3413,18,23,0,670,0,168,30,0,0,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.72,83.28,68.92,0.36,0.46,0,13.53,0,3.39,0.61,0,0,9.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,212,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.33,0,0,0,11.67,0,0,0,0,0,0,0,0,0,0,0,0,0
"06037104124","Census Tract 1041.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104124",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104124","Census Tract 1041.24",,,,4090,1991,415,33,191,0,479,981,48.68,10.15,0.81,4.67,0,11.71,23.99,4090,2102,1988,1312,0,0,0,563,32,290,0,0,0,241,0,101,0,0,0,0,101,0,0,0,0,0,12,0,0,0,12,51.39,48.61,32.08,0,0,0,13.77,0.78,7.09,0,0,0,5.89,0,2.47,0,0,0,0,2.47,0,0,0,0,0,0.29,0,0,0,0.29,191,9,0,0,0,0,10,112,0,0,0,55,0,0,0,0,0,0,0,0,0,5,0,0,0,4.71,0,0,0,0,5.24,58.64,0,0,0,28.8,0,0,0,0,0,0,0,0,0,2.62,0,0,0
"06037104201","Census Tract 1042.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104201","Census Tract 1042.01",,,,4325,560,456,52,165,0,1499,1593,12.95,10.54,1.2,3.82,0,34.66,36.83,4325,665,3660,3101,0,0,0,358,0,78,0,0,0,280,0,23,0,0,0,23,0,0,0,0,0,0,178,0,0,0,178,15.38,84.62,71.7,0,0,0,8.28,0,1.8,0,0,0,6.47,0,0.53,0,0,0,0.53,0,0,0,0,0,0,4.12,0,0,0,4.12,165,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06037104203","Census Tract 1042.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104203",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104203","Census Tract 1042.03",,,,4978,1170,205,37,68,0,1761,1737,23.5,4.12,0.74,1.37,0,35.38,34.89,4978,353,4625,3798,76,0,0,708,8,232,0,12,0,456,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,43,7.09,92.91,76.3,1.53,0,0,14.22,0.16,4.66,0,0.24,0,9.16,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0.86,68,32,0,0,0,0,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.06,0,0,0,0,14.71,38.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06037104204","Census Tract 1042.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104204",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104204","Census Tract 1042.04",,,,3736,1045,145,52,187,0,1142,1165,27.97,3.88,1.39,5.01,0,30.57,31.18,3736,804,2932,2562,8,0,0,317,0,93,92,0,0,132,0,8,8,0,0,0,0,0,0,0,0,0,37,0,0,0,37,21.52,78.48,68.58,0.21,0,0,8.49,0,2.49,2.46,0,0,3.53,0,0.21,0.21,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0.99,187,57,6,0,0,0,12,78,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,30.48,3.21,0,0,0,6.42,41.71,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0
"06037104310","Census Tract 1043.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104310",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104310","Census Tract 1043.10",,,,4476,725,55,62,4,0,2461,1169,16.2,1.23,1.39,0.09,0,54.98,26.12,4476,225,4251,3672,0,0,0,533,0,57,0,0,0,470,6,0,0,0,0,0,0,0,0,0,0,0,46,0,46,0,0,5.03,94.97,82.04,0,0,0,11.91,0,1.27,0,0,0,10.5,0.13,0,0,0,0,0,0,0,0,0,0,0,1.03,0,1.03,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06037104321","Census Tract 1043.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104321",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104321","Census Tract 1043.21",,,,2926,507,26,54,13,0,1116,1210,17.33,0.89,1.85,0.44,0,38.14,41.35,2926,131,2795,2238,0,0,0,557,0,78,6,76,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48,95.52,76.49,0,0,0,19.04,0,2.67,0.21,2.6,0,13.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06037104322","Census Tract 1043.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104322",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104322","Census Tract 1043.22",,,,1856,465,2,17,29,6,842,495,25.05,0.11,0.92,1.56,0.32,45.37,26.67,1856,171,1685,1117,0,18,0,467,0,74,56,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,83,9.21,90.79,60.18,0,0.97,0,25.16,0,3.99,3.02,0,0,18.16,0,0,0,0,0,0,0,0,0,0,0,0,4.47,0,0,0,4.47,29,12,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.38,0,0,0,0,58.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06037104401","Census Tract 1044.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104401","Census Tract 1044.01",,,,3083,674,29,24,0,6,1409,941,21.86,0.94,0.78,0,0.19,45.7,30.52,3083,117,2966,2538,0,0,0,263,0,33,21,0,0,209,0,24,0,0,0,0,0,0,24,0,0,0,141,0,0,0,141,3.8,96.2,82.32,0,0,0,8.53,0,1.07,0.68,0,0,6.78,0,0.78,0,0,0,0,0,0,0.78,0,0,0,4.57,0,0,0,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
"06037104403","Census Tract 1044.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104403",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104403","Census Tract 1044.03",,,,2292,528,0,0,89,0,1182,493,23.04,0,0,3.88,0,51.57,21.51,2292,123,2169,1798,10,0,0,269,0,90,0,0,0,179,0,84,0,0,0,0,21,0,63,0,0,0,8,0,8,0,0,5.37,94.63,78.45,0.44,0,0,11.74,0,3.93,0,0,0,7.81,0,3.66,0,0,0,0,0.92,0,2.75,0,0,0,0.35,0,0.35,0,0,89,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,22,0,0,0,0,0,0,53.93,0,0,0,0,0,0,0,0,0,0,0,0,0,21.35,0,0,24.72
