Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A04002_001,SE_A04002_002,SE_A04002_003,SE_A04002_004,SE_A04002_005,SE_A04002_006,SE_A04002_007,SE_A04002_008,SE_A04002_009,SE_A04002_010,SE_A04002_011,SE_A04002_012,SE_A04002_013,SE_A04002_014,SE_A04002_015,SE_A04002_016,SE_A04002_017,SE_A04002_018,SE_A04002_019,SE_A04002_020,SE_A04002_021,SE_A04002_022,SE_A04002_023,SE_A04002_024,SE_A04002_025,SE_A04002_026,SE_A04002_027,SE_A04002_028,SE_A04002_029,SE_A04002_030,SE_A04002_031,PCT_SE_A04002_002,PCT_SE_A04002_003,PCT_SE_A04002_004,PCT_SE_A04002_005,PCT_SE_A04002_006,PCT_SE_A04002_007,PCT_SE_A04002_008,PCT_SE_A04002_009,PCT_SE_A04002_010,PCT_SE_A04002_011,PCT_SE_A04002_012,PCT_SE_A04002_013,PCT_SE_A04002_014,PCT_SE_A04002_015,PCT_SE_A04002_016,PCT_SE_A04002_017,PCT_SE_A04002_018,PCT_SE_A04002_019,PCT_SE_A04002_020,PCT_SE_A04002_021,PCT_SE_A04002_022,PCT_SE_A04002_023,PCT_SE_A04002_024,PCT_SE_A04002_025,PCT_SE_A04002_026,PCT_SE_A04002_027,PCT_SE_A04002_028,PCT_SE_A04002_029,PCT_SE_A04002_030,PCT_SE_A04002_031,SE_A03002_001,SE_A03002_002,SE_A03002_003,SE_A03002_020,SE_A03002_021,SE_A03002_004,SE_A03002_005,SE_A03002_006,SE_A03002_007,SE_A03002_008,SE_A03002_009,SE_A03002_010,SE_A03002_011,SE_A03002_012,SE_A03002_022,SE_A03002_023,SE_A03002_024,SE_A03002_013,SE_A03002_014,SE_A03002_015,SE_A03002_016,SE_A03002_017,SE_A03002_018,SE_A03002_019,SE_A03002_025,PCT_SE_A03002_002,PCT_SE_A03002_003,PCT_SE_A03002_020,PCT_SE_A03002_021,PCT_SE_A03002_004,PCT_SE_A03002_005,PCT_SE_A03002_006,PCT_SE_A03002_007,PCT_SE_A03002_008,PCT_SE_A03002_009,PCT_SE_A03002_010,PCT_SE_A03002_011,PCT_SE_A03002_012,PCT_SE_A03002_022,PCT_SE_A03002_023,PCT_SE_A03002_024,PCT_SE_A03002_013,PCT_SE_A03002_014,PCT_SE_A03002_015,PCT_SE_A03002_016,PCT_SE_A03002_017,PCT_SE_A03002_018,PCT_SE_A03002_019,PCT_SE_A03002_025
"06037195202","Census Tract 1952.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037195202","Census Tract 1952.02",,,,3349,2373,37,6,209,8,208,508,70.86,1.1,0.18,6.24,0.24,6.21,15.17,3349,2710,639,382,0,39,0,16,16,0,0,0,0,0,0,107,8,0,0,24,0,0,61,0,14,0,95,41,42,0,12,80.92,19.08,11.41,0,1.16,0,0.48,0.48,0,0,0,0,0,0,3.19,0.24,0,0,0.72,0,0,1.82,0,0.42,0,2.84,1.22,1.25,0,0.36,209,24,0,0,0,0,23,77,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11.48,0,0,0,0,11,36.84,0,0,37.8,0,0,0,0,0,0,0,0,0,0,0,0,2.87,0
"06037195300","Census Tract 1953, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037195300","Census Tract 1953",,,,2976,1896,108,15,218,0,442,297,63.71,3.63,0.5,7.33,0,14.85,9.98,2976,2147,829,728,10,0,0,22,0,4,0,0,0,18,0,43,0,0,0,0,0,37,6,0,0,0,26,12,0,0,14,72.14,27.86,24.46,0.34,0,0,0.74,0,0.13,0,0,0,0.6,0,1.44,0,0,0,0,0,1.24,0.2,0,0,0,0.87,0.4,0,0,0.47,218,17,0,0,0,7,31,79,0,0,46,4,0,0,0,0,0,0,0,12,7,15,0,0,0,7.8,0,0,0,3.21,14.22,36.24,0,0,21.1,1.83,0,0,0,0,0,0,0,5.5,3.21,6.88,0,0,0
"06037195400","Census Tract 1954, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037195400","Census Tract 1954",,,,4348,2826,187,0,365,92,252,626,65,4.3,0,8.39,2.12,5.8,14.4,4348,3672,676,279,9,0,0,220,0,84,0,19,8,109,0,167,0,0,32,26,0,0,0,0,109,0,1,0,0,0,1,84.45,15.55,6.42,0.21,0,0,5.06,0,1.93,0,0.44,0.18,2.51,0,3.84,0,0,0.74,0.6,0,0,0,0,2.51,0,0.02,0,0,0,0.02,365,0,0,0,0,0,126,34,0,0,68,13,0,0,0,0,0,72,0,19,0,0,0,0,33,0,0,0,0,0,34.52,9.32,0,0,18.63,3.56,0,0,0,0,0,19.73,0,5.21,0,0,0,0,9.04
"06037195500","Census Tract 1955, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037195500","Census Tract 1955",,,,5138,2691,24,0,859,0,738,826,52.37,0.47,0,16.72,0,14.36,16.08,5138,3734,1404,717,44,38,0,316,0,0,0,24,0,292,0,140,30,0,38,72,0,0,0,0,0,0,149,46,103,0,0,72.67,27.33,13.95,0.86,0.74,0,6.15,0,0,0,0.47,0,5.68,0,2.72,0.58,0,0.74,1.4,0,0,0,0,0,0,2.9,0.9,2,0,0,859,276,0,0,0,0,222,147,0,0,57,63,0,0,0,0,0,0,0,79,0,0,0,0,15,32.13,0,0,0,0,25.84,17.11,0,0,6.64,7.33,0,0,0,0,0,0,0,9.2,0,0,0,0,1.75
"06037195600","Census Tract 1956, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195600",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037195600","Census Tract 1956",,,,2821,1082,57,0,366,0,924,392,38.36,2.02,0,12.97,0,32.75,13.9,2821,1442,1379,836,0,76,0,338,0,62,11,0,0,265,0,106,7,0,0,99,0,0,0,0,0,0,23,15,0,0,8,51.12,48.88,29.63,0,2.69,0,11.98,0,2.2,0.39,0,0,9.39,0,3.76,0.25,0,0,3.51,0,0,0,0,0,0,0.82,0.53,0,0,0.28,366,0,0,0,0,128,52,147,0,0,5,16,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,34.97,14.21,40.16,0,0,1.37,4.37,3.83,0,0,0,0,0,0,0,0,1.09,0,0,0
"06037195710","Census Tract 1957.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195710",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037195710","Census Tract 1957.10",,,,4274,1377,327,52,574,26,1246,672,32.22,7.65,1.22,13.43,0.61,29.15,15.72,4274,2037,2237,1305,1,41,8,636,0,141,17,2,95,381,0,197,0,0,0,0,11,0,10,0,176,0,49,0,0,0,49,47.66,52.34,30.53,0.02,0.96,0.19,14.88,0,3.3,0.4,0.05,2.22,8.91,0,4.61,0,0,0,0,0.26,0,0.23,0,4.12,0,1.15,0,0,0,1.15,574,0,0,0,0,0,36,357,0,9,0,101,0,0,0,0,0,0,0,0,0,26,0,0,45,0,0,0,0,0,6.27,62.2,0,1.57,0,17.6,0,0,0,0,0,0,0,0,0,4.53,0,0,7.84
"06037195720","Census Tract 1957.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195720",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037195720","Census Tract 1957.20",,,,1694,719,73,23,375,0,374,130,42.44,4.31,1.36,22.14,0,22.08,7.67,1694,1150,544,383,0,20,10,50,0,6,6,0,0,38,0,24,0,0,0,0,24,0,0,0,0,0,57,26,5,0,26,67.89,32.11,22.61,0,1.18,0.59,2.95,0,0.35,0.35,0,0,2.24,0,1.42,0,0,0,0,1.42,0,0,0,0,0,3.36,1.53,0.3,0,1.53,375,0,0,0,0,2,114,210,0,0,0,31,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0.53,30.4,56,0,0,0,8.27,0,0,0,0,0,0,1.6,0,0,3.2,0,0,0
"06037195802","Census Tract 1958.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037195802","Census Tract 1958.02",,,,2865,869,10,0,780,0,993,213,30.33,0.35,0,27.23,0,34.66,7.43,2865,1480,1385,822,3,56,0,423,0,102,0,58,0,263,0,48,0,31,0,17,0,0,0,0,0,0,33,0,0,0,33,51.66,48.34,28.69,0.1,1.95,0,14.76,0,3.56,0,2.02,0,9.18,0,1.68,0,1.08,0,0.59,0,0,0,0,0,0,1.15,0,0,0,1.15,780,11,0,0,0,0,39,588,0,0,16,49,0,0,0,0,0,5,0,0,32,0,0,0,40,1.41,0,0,0,0,5,75.38,0,0,2.05,6.28,0,0,0,0,0,0.64,0,0,4.1,0,0,0,5.13
"06037195803","Census Tract 1958.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195803",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037195803","Census Tract 1958.03",,,,2328,1156,102,11,243,0,467,349,49.66,4.38,0.47,10.44,0,20.06,14.99,2328,1512,816,458,0,0,0,261,0,91,0,7,0,163,0,97,11,0,0,0,86,0,0,0,0,0,0,0,0,0,0,64.95,35.05,19.67,0,0,0,11.21,0,3.91,0,0.3,0,7,0,4.17,0.47,0,0,0,3.69,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,66,85,0,0,19,50,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,27.16,34.98,0,0,7.82,20.58,0,0,0,0,0,0,0,9.47,0,0,0,0,0
"06037195804","Census Tract 1958.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195804",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037195804","Census Tract 1958.04",,,,2555,906,57,70,336,29,827,330,35.46,2.23,2.74,13.15,1.14,32.37,12.92,2555,1149,1406,737,0,12,14,573,0,148,0,93,24,297,11,45,14,0,0,31,0,0,0,0,0,0,25,11,0,0,14,44.97,55.03,28.85,0,0.47,0.55,22.43,0,5.79,0,3.64,0.94,11.62,0.43,1.76,0.55,0,0,1.21,0,0,0,0,0,0,0.98,0.43,0,0,0.55,336,0,0,0,0,0,0,197,0,0,4,19,70,0,0,0,0,0,0,0,14,21,0,0,11,0,0,0,0,0,0,58.63,0,0,1.19,5.65,20.83,0,0,0,0,0,0,0,4.17,6.25,0,0,3.27
"06037195901","Census Tract 1959.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195901",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037195901","Census Tract 1959.01",,,,2566,1333,61,14,383,0,556,219,51.95,2.38,0.55,14.93,0,21.67,8.53,2566,1829,737,488,10,17,0,9,0,0,0,0,0,9,0,193,7,20,0,10,0,0,61,81,14,0,20,0,0,0,20,71.28,28.72,19.02,0.39,0.66,0,0.35,0,0,0,0,0,0.35,0,7.52,0.27,0.78,0,0.39,0,0,2.38,3.16,0.55,0,0.78,0,0,0,0.78,383,50,82,0,0,0,28,205,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,13.05,21.41,0,0,0,7.31,53.52,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,3.39
"06037195902","Census Tract 1959.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195902",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037195902","Census Tract 1959.02",,,,1847,1191,9,0,193,0,83,371,64.48,0.49,0,10.45,0,4.49,20.09,1847,1654,193,133,0,0,0,52,0,19,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,89.55,10.45,7.2,0,0,0,2.82,0,1.03,0,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.43,0,0,0,193,0,0,0,0,0,108,11,0,0,0,22,0,0,0,0,0,0,0,39,0,13,0,0,0,0,0,0,0,0,55.96,5.7,0,0,0,11.4,0,0,0,0,0,0,0,20.21,0,6.74,0,0,0
"06037195903","Census Tract 1959.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"195903",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037195903","Census Tract 1959.03",,,,1970,779,69,79,284,0,498,261,39.54,3.5,4.01,14.42,0,25.28,13.25,1970,1069,901,541,0,21,0,278,0,63,0,0,0,215,0,35,6,0,0,16,9,0,4,0,0,0,26,4,1,0,21,54.26,45.74,27.46,0,1.07,0,14.11,0,3.2,0,0,0,10.91,0,1.78,0.3,0,0,0.81,0.46,0,0.2,0,0,0,1.32,0.2,0.05,0,1.07,284,5,0,0,0,7,15,151,0,0,22,29,0,0,0,0,0,0,0,0,19,9,0,0,27,1.76,0,0,0,2.46,5.28,53.17,0,0,7.75,10.21,0,0,0,0,0,0,0,0,6.69,3.17,0,0,9.51
"06037197200","Census Tract 1972, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037197200","Census Tract 1972",,,,3639,418,87,64,1805,58,856,351,11.49,2.39,1.76,49.6,1.59,23.52,9.65,3639,2391,1248,942,0,0,0,302,0,9,0,0,0,274,19,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,65.7,34.3,25.89,0,0,0,8.3,0,0.25,0,0,0,7.53,0.52,0.11,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,1805,0,0,0,128,0,436,350,0,0,0,75,0,0,0,0,0,0,0,6,42,572,0,0,196,0,0,0,7.09,0,24.16,19.39,0,0,0,4.16,0,0,0,0,0,0,0,0.33,2.33,31.69,0,0,10.86
"06037197300","Census Tract 1973, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037197300","Census Tract 1973",,,,3734,1987,81,68,294,30,534,740,53.21,2.17,1.82,7.87,0.8,14.3,19.82,3734,2539,1195,616,125,0,0,348,19,90,0,0,0,239,0,40,0,0,0,0,40,0,0,0,0,0,66,9,0,0,57,68,32,16.5,3.35,0,0,9.32,0.51,2.41,0,0,0,6.4,0,1.07,0,0,0,0,1.07,0,0,0,0,0,1.77,0.24,0,0,1.53,294,9,0,0,0,82,68,46,0,0,19,48,0,0,0,0,0,0,0,0,0,3,0,19,0,3.06,0,0,0,27.89,23.13,15.65,0,0,6.46,16.33,0,0,0,0,0,0,0,0,0,1.02,0,6.46,0
"06037197410","Census Tract 1974.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197410",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037197410","Census Tract 1974.10",,,,3805,2101,68,0,388,0,521,727,55.22,1.79,0,10.2,0,13.69,19.11,3805,2594,1211,919,11,0,15,153,0,35,11,0,9,98,0,0,0,0,0,0,0,0,0,0,0,0,113,72,11,0,30,68.17,31.83,24.15,0.29,0,0.39,4.02,0,0.92,0.29,0,0.24,2.58,0,0,0,0,0,0,0,0,0,0,0,0,2.97,1.89,0.29,0,0.79,388,76,0,0,12,0,109,57,0,0,12,104,0,0,0,0,0,0,0,18,0,0,0,0,0,19.59,0,0,3.09,0,28.09,14.69,0,0,3.09,26.8,0,0,0,0,0,0,0,4.64,0,0,0,0,0
"06037197420","Census Tract 1974.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197420",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037197420","Census Tract 1974.20",,,,3621,1625,257,0,382,0,897,460,44.88,7.1,0,10.55,0,24.77,12.7,3621,2354,1267,831,117,0,0,286,0,21,0,40,0,225,0,14,0,0,0,0,14,0,0,0,0,0,19,19,0,0,0,65.01,34.99,22.95,3.23,0,0,7.9,0,0.58,0,1.1,0,6.21,0,0.39,0,0,0,0,0.39,0,0,0,0,0,0.52,0.52,0,0,0,382,11,0,0,0,0,211,45,0,0,32,55,0,0,0,0,0,0,0,14,0,0,0,0,14,2.88,0,0,0,0,55.24,11.78,0,0,8.38,14.4,0,0,0,0,0,0,0,3.66,0,0,0,0,3.66
"06037197500","Census Tract 1975, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037197500","Census Tract 1975",,,,3992,1911,58,67,387,0,1124,445,47.87,1.45,1.68,9.69,0,28.16,11.15,3992,2085,1907,1257,0,0,0,477,0,176,0,58,0,214,29,116,0,0,0,96,20,0,0,0,0,0,57,57,0,0,0,52.23,47.77,31.49,0,0,0,11.95,0,4.41,0,1.45,0,5.36,0.73,2.91,0,0,0,2.4,0.5,0,0,0,0,0,1.43,1.43,0,0,0,387,1,0,0,0,29,159,99,0,0,0,31,0,0,0,0,0,0,25,0,35,0,8,0,0,0.26,0,0,0,7.49,41.09,25.58,0,0,0,8.01,0,0,0,0,0,0,6.46,0,9.04,0,2.07,0,0
"06037197600","Census Tract 1976, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197600",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037197600","Census Tract 1976",,,,2080,834,14,0,183,0,681,368,40.1,0.67,0,8.8,0,32.74,17.69,2080,945,1135,426,0,6,0,267,0,179,0,0,0,0,88,36,5,0,0,0,31,0,0,0,0,0,400,18,54,0,328,45.43,54.57,20.48,0,0.29,0,12.84,0,8.61,0,0,0,0,4.23,1.73,0.24,0,0,0,1.49,0,0,0,0,0,19.23,0.87,2.6,0,15.77,183,0,0,0,0,0,74,14,0,0,10,3,0,0,0,0,0,0,0,46,0,33,0,0,3,0,0,0,0,0,40.44,7.65,0,0,5.46,1.64,0,0,0,0,0,0,0,25.14,0,18.03,0,0,1.64
"06037197700","Census Tract 1977, Los Angeles County, California","ca","140","00",,,,"06","037",,,"197700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037197700","Census Tract 1977",,,,4780,1241,152,16,1868,0,836,667,25.96,3.18,0.33,39.08,0,17.49,13.95,4780,3346,1434,971,23,0,0,371,0,42,40,10,0,127,152,52,0,0,0,52,0,0,0,0,0,0,17,0,0,0,17,70,30,20.31,0.48,0,0,7.76,0,0.88,0.84,0.21,0,2.66,3.18,1.09,0,0,0,1.09,0,0,0,0,0,0,0.36,0,0,0,0.36,1868,16,0,0,0,138,827,46,0,0,135,97,0,0,0,0,0,0,0,16,123,408,0,22,40,0.86,0,0,0,7.39,44.27,2.46,0,0,7.23,5.19,0,0,0,0,0,0,0,0.86,6.58,21.84,0,1.18,2.14
"06037199001","Census Tract 1990.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037199001","Census Tract 1990.01",,,,2307,165,0,24,788,0,918,412,7.15,0,1.04,34.16,0,39.79,17.86,2307,841,1466,911,13,0,0,357,0,18,0,8,0,331,0,30,0,0,0,0,0,0,30,0,0,0,155,0,0,0,155,36.45,63.55,39.49,0.56,0,0,15.47,0,0.78,0,0.35,0,14.35,0,1.3,0,0,0,0,0,0,1.3,0,0,0,6.72,0,0,0,6.72,788,0,0,0,0,7,266,22,0,0,0,217,0,0,0,0,0,0,0,0,0,152,0,0,124,0,0,0,0,0.89,33.76,2.79,0,0,0,27.54,0,0,0,0,0,0,0,0,0,19.29,0,0,15.74
"06037199002","Census Tract 1990.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199002",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037199002","Census Tract 1990.02",,,,2866,786,10,59,707,0,1059,245,27.42,0.35,2.06,24.67,0,36.95,8.55,2866,1289,1577,1065,24,0,0,320,0,27,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,168,44.98,55.02,37.16,0.84,0,0,11.17,0,0.94,0,0,0,10.22,0,0,0,0,0,0,0,0,0,0,0,0,5.86,0,0,0,5.86,707,36,0,0,0,28,239,124,0,0,0,163,0,0,0,0,0,0,0,0,65,0,0,0,52,5.09,0,0,0,3.96,33.8,17.54,0,0,0,23.06,0,0,0,0,0,0,0,0,9.19,0,0,0,7.36
"06037199110","Census Tract 1991.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199110",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037199110","Census Tract 1991.10",,,,2369,420,0,161,162,0,964,662,17.73,0,6.8,6.84,0,40.69,27.94,2369,401,1968,1555,24,28,0,327,0,99,0,16,0,212,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,34,16.93,83.07,65.64,1.01,1.18,0,13.8,0,4.18,0,0.68,0,8.95,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0,1.44,162,0,0,0,0,0,73,5,0,5,6,59,0,0,0,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,45.06,3.09,0,3.09,3.7,36.42,0,0,0,0,0,0,0,1.85,0,1.85,0,0,4.94
"06037199120","Census Tract 1991.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199120",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037199120","Census Tract 1991.20",,,,3704,449,203,0,1051,18,1591,392,12.12,5.48,0,28.37,0.49,42.95,10.58,3704,1489,2215,1526,113,0,0,454,0,192,0,37,0,157,68,52,0,0,0,4,48,0,0,0,0,0,70,11,9,0,50,40.2,59.8,41.2,3.05,0,0,12.26,0,5.18,0,1,0,4.24,1.84,1.4,0,0,0,0.11,1.3,0,0,0,0,0,1.89,0.3,0.24,0,1.35,1051,0,0,0,0,14,584,59,0,6,113,8,0,0,0,0,0,9,0,0,0,119,110,0,29,0,0,0,0,1.33,55.57,5.61,0,0.57,10.75,0.76,0,0,0,0,0,0.86,0,0,0,11.32,10.47,0,2.76
"06037199201","Census Tract 1992.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037199201","Census Tract 1992.01",,,,3592,423,41,18,1196,0,1628,286,11.78,1.14,0.5,33.3,0,45.32,7.96,3592,1341,2251,1705,0,0,0,475,0,56,0,0,0,325,94,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,71,37.33,62.67,47.47,0,0,0,13.22,0,1.56,0,0,0,9.05,2.62,0,0,0,0,0,0,0,0,0,0,0,1.98,0,0,0,1.98,1196,0,0,0,0,60,673,50,0,0,12,97,0,0,0,0,0,0,0,22,0,194,0,0,88,0,0,0,0,5.02,56.27,4.18,0,0,1,8.11,0,0,0,0,0,0,0,1.84,0,16.22,0,0,7.36
"06037199202","Census Tract 1992.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037199202","Census Tract 1992.02",,,,2450,778,13,93,296,0,982,288,31.76,0.53,3.8,12.08,0,40.08,11.76,2450,955,1495,958,0,10,0,445,0,17,8,12,0,408,0,26,0,19,0,0,7,0,0,0,0,0,56,0,0,0,56,38.98,61.02,39.1,0,0.41,0,18.16,0,0.69,0.33,0.49,0,16.65,0,1.06,0,0.78,0,0,0.29,0,0,0,0,0,2.29,0,0,0,2.29,296,6,0,0,0,58,140,17,0,0,0,0,0,0,0,0,0,6,0,0,19,50,0,0,0,2.03,0,0,0,19.59,47.3,5.74,0,0,0,0,0,0,0,0,0,2.03,0,0,6.42,16.89,0,0,0
"06037199300","Census Tract 1993, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037199300","Census Tract 1993",,,,3839,1076,50,104,857,0,1030,722,28.03,1.3,2.71,22.32,0,26.83,18.81,3839,1895,1944,1443,48,165,0,207,0,159,0,5,0,43,0,61,0,0,0,55,0,0,6,0,0,0,20,0,20,0,0,49.36,50.64,37.59,1.25,4.3,0,5.39,0,4.14,0,0.13,0,1.12,0,1.59,0,0,0,1.43,0,0,0.16,0,0,0,0.52,0,0.52,0,0,857,0,0,0,0,0,312,340,0,0,55,96,0,0,0,0,0,0,0,5,0,0,0,0,49,0,0,0,0,0,36.41,39.67,0,0,6.42,11.2,0,0,0,0,0,0,0,0.58,0,0,0,0,5.72
"06037199400","Census Tract 1994, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037199400","Census Tract 1994",,,,4373,582,199,38,1213,0,2003,338,13.31,4.55,0.87,27.74,0,45.8,7.73,4373,1711,2662,1932,0,0,0,357,0,150,48,28,0,61,70,70,0,0,0,48,7,0,15,0,0,0,303,0,0,0,303,39.13,60.87,44.18,0,0,0,8.16,0,3.43,1.1,0.64,0,1.39,1.6,1.6,0,0,0,1.1,0.16,0,0.34,0,0,0,6.93,0,0,0,6.93,1213,0,0,0,0,0,868,89,0,0,0,0,0,0,0,0,0,0,0,0,0,228,28,0,0,0,0,0,0,0,71.56,7.34,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,2.31,0,0
"06037199700","Census Tract 1997, Los Angeles County, California","ca","140","00",,,,"06","037",,,"199700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037199700","Census Tract 1997",,,,2936,463,165,155,577,97,1147,332,15.77,5.62,5.28,19.65,3.3,39.07,11.31,2936,1204,1732,1005,8,0,0,610,0,144,0,0,0,361,105,45,0,0,0,0,45,0,0,0,0,0,64,0,9,0,55,41.01,58.99,34.23,0.27,0,0,20.78,0,4.9,0,0,0,12.3,3.58,1.53,0,0,0,0,1.53,0,0,0,0,0,2.18,0,0.31,0,1.87,577,0,0,0,0,160,264,0,48,0,30,25,0,0,0,0,0,0,0,0,39,0,0,0,11,0,0,0,0,27.73,45.75,0,8.32,0,5.2,4.33,0,0,0,0,0,0,0,0,6.76,0,0,0,1.91
